# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
113.0000 M107 842143 2 6.0000 Node8 Node78 9 N Node8->Node87->Node78
118.0000 M105 884910 3 13.0000 Node37 Node68 9 N Node37->Node38->Node95->Node68
120.0000 M104 854445 4 16.0000 Node17 Node79 9 N Node17->Node18->Node84->Node78->Node79
123.0000 M118 1002436 3 5.0000 Node8 Node69 9 N Node8->Node80->Node68->Node69
123.0000 M115 1187409 4 8.0000 Node3 Node23 9 N Node3->Node4->Node86->Node24->Node23
123.0000 M109 885912 4 14.0000 Node45 Node37 9 N Node45->Node46->Node88->Node38->Node37
125.0000 M113 921486 3 12.0000 Node26 Node29 9 N Node26->Node27->Node28->Node29
126.0000 M119 927347 2 7.0000 Node20 Node56 9 N Node20->Node94->Node56
129.0000 M123 1122463 3 6.0000 Node69 Node78 9 N Node69->Node68->Node80->Node78
131.0000 M116 876859 4 15.0000 Node41 Node5 9 N Node41->Node40->Node83->Node6->Node5
133.0000 M120 902498 3 13.0000 Node14 Node25 9 N Node14->Node86->Node24->Node25
133.0000 M124 886886 2 9.0000 Node29 Node21 9 N Node29->Node20->Node21
136.0000 M126 995577 3 10.0000 Node55 Node62 9 N Node55->Node54->Node93->Node62
142.0000 M139 955835 1 3.0000 Node2 Node1 9 N Node2->Node1
142.0000 M133 1171584 3 9.0000 Node67 Node10 9 N Node67->Node66->Node88->Node10
143.0000 M125 855764 3 18.0000 Node47 Node76 9 N Node47->Node48->Node95->Node76
145.0000 M129 995414 5 16.0000 Node40 Node35 9 N Node40->Node95->Node38->Node84->Node36->Node35
148.0000 M135 1062263 4 13.0000 Node39 Node7 9 N Node39->Node38->Node84->Node8->Node7
148.0000 M138 863634 2 10.0000 Node18 Node36 9 N Node18->Node87->Node36
150.0000 M143 1090465 4 7.0000 Node47 Node55 9 N Node47->Node46->Node81->Node54->Node55
153.0000 M149 1052005 3 4.0000 Node62 Node33 9 N Node62->Node90->Node34->Node33
154.0000 M147 1037285 3 7.0000 Node48 Node6 9 N Node48->Node95->Node92->Node6
154.0000 M148 816898 2 6.0000 Node72 Node52 9 N Node72->Node93->Node52
156.0000 M150 1182169 3 6.0000 Node73 Node2 9 N Node73->Node74->Node94->Node2
157.0000 M152 1193371 4 5.0000 Node50 Node54 9 N Node50->Node51->Node52->Node53->Node54
158.0000 M146 841039 3 12.0000 Node32 Node77 9 N Node32->Node83->Node76->Node77
159.0000 M151 970337 2 8.0000 Node12 Node74 9 N Node12->Node85->Node74
160.0000 M141 867044 5 19.0000 Node1 Node49 9 N Node1->Node0->Node91->Node88->Node48->Node49
161.0000 M136 996832 3 25.0000 Node1 Node72 9 N Node1->Node2->Node82->Node72
165.0000 M154 968464 3 11.0000 Node5 Node2 9 N Node5->Node4->Node3->Node2
165.0000 M144 935667 4 21.0000 Node51 Node75 9 N Node51->Node50->Node83->Node76->Node75
167.0000 M160 948451 2 7.0000 Node22 Node4 9 N Node22->Node85->Node4
168.0000 M155 816616 3 13.0000 Node11 Node44 9 N Node11->Node10->Node81->Node44
169.0000 M163 1114169 4 6.0000 Node37 Node27 9 N Node37->Node38->Node91->Node28->Node27
171.0000 M166 1017958 3 5.0000 Node64 Node11 9 N Node64->Node94->Node12->Node11
172.0000 M165 1049177 4 7.0000 Node39 Node35 9 N Node39->Node38->Node37->Node36->Node35
173.0000 M169 1137760 3 4.0000 Node2 Node47 9 N Node2->Node81->Node46->Node47
176.0000 M171 1060878 3 5.0000 Node5 Node32 9 N Node5->Node6->Node83->Node32
179.0000 M168 805196 3 11.0000 Node65 Node10 9 N Node65->Node66->Node88->Node10
179.0000 M173 907078 2 6.0000 Node24 Node26 9 N Node24->Node25->Node26
179.0000 M178 1134226 1 1.0000 Node70 Node79 9 N Node70->Node79
180.0000 M175 1065115 3 5.0000 Node70 Node51 9 N Node70->Node90->Node52->Node51
182.0000 M167 1012443 3 15.0000 Node77 Node48 9 N Node77->Node76->Node95->Node48
190.0000 M180 857726 3 10.0000 Node74 Node21 9 N Node74->Node82->Node22->Node21
193.0000 M181 922000 3 12.0000 Node55 Node52 9 N Node55->Node54->Node53->Node52
195.0000 M170 1083370 6 25.0000 Node31 Node55 9 N Node31->Node30->Node85->Node74->Node94->Node56->Node55
196.0000 M187 827788 3 9.0000 Node32 Node25 9 N Node32->Node89->Node24->Node25
201.0000 M54 918421 4 147.0000 Node17 Node66 7 N Node17->Node18->Node91->Node88->Node66
201.0000 M186 1043196 6 15.0000 Node41 Node0 9 N Node41->Node40->Node92->Node95->Node38->Node91->Node0
201.0000 M145 1122600 5 56.0000 Node19 Node49 9 N Node19->Node18->Node91->Node88->Node48->Node49
204.0000 M196 1066611 4 8.0000 Node31 Node5 9 N Node31->Node32->Node82->Node4->Node5
205.0000 M195 807429 3 10.0000 Node78 Node35 9 N Node78->Node84->Node36->Node35
208.0000 M189 878324 6 19.0000 Node46 Node40 9 N Node46->Node45->Node44->Node43->Node42->Node41->Node40
208.0000 M202 944252 2 6.0000 Node48 Node68 9 N Node48->Node95->Node68
208.0000 M201 1010562 4 7.0000 Node79 Node1 9 N Node79->Node78->Node84->Node0->Node1
210.0000 M204 1164568 2 6.0000 Node28 Node36 9 N Node28->Node84->Node36
210.0000 M6 900554 4 204.0000 Node57 Node17 6 N Node57->Node56->Node91->Node18->Node17
211.0000 M206 1051649 3 5.0000 Node54 Node47 9 N Node54->Node81->Node46->Node47
216.0000 M198 995095 6 18.0000 Node1 Node7 9 N Node1->Node2->Node3->Node4->Node5->Node6->Node7
216.0000 M212 1082907 3 4.0000 Node52 Node33 9 N Node52->Node89->Node32->Node33
217.0000 M211 965139 2 6.0000 Node34 Node52 9 N Node34->Node86->Node52
220.0000 M209 1114049 4 11.0000 Node35 Node69 9 N Node35->Node36->Node87->Node60->Node69
220.0000 M214 1168421 2 6.0000 Node2 Node34 9 N Node2->Node93->Node34
221.0000 M192 853328 4 29.0000 Node73 Node57 9 N Node73->Node74->Node94->Node56->Node57
223.0000 M210 957732 3 13.0000 Node37 Node10 9 N Node37->Node38->Node91->Node10
223.0000 M207 988589 5 16.0000 Node59 Node54 9 N Node59->Node58->Node57->Node56->Node55->Node54
225.0000 M216 1031603 3 9.0000 Node42 Node35 9 N Node42->Node86->Node34->Node35
226.0000 M208 875404 4 18.0000 Node39 Node57 9 N Node39->Node38->Node95->Node58->Node57
227.0000 M219 1026052 4 8.0000 Node23 Node13 9 N Node23->Node22->Node85->Node12->Node13
228.0000 M220 1152679 6 8.0000 Node78 Node72 9 N Node78->Node77->Node76->Node75->Node74->Node73->Node72
228.0000 M225 910098 1 3.0000 Node36 Node35 9 N Node36->Node35
230.0000 M218 1125429 4 12.0000 Node21 Node45 9 N Node21->Node20->Node88->Node46->Node45
231.0000 M228 1015476 3 3.0000 Node12 Node5 9 N Node12->Node85->Node4->Node5
232.0000 M227 1082141 3 5.0000 Node36 Node45 9 N Node36->Node81->Node46->Node45
232.0000 M224 1198346 4 8.0000 Node45 Node51 9 N Node45->Node44->Node93->Node52->Node51
233.0000 M213 895734 4 20.0000 Node57 Node49 9 N Node57->Node58->Node95->Node48->Node49
235.0000 M229 826578 2 6.0000 Node78 Node68 9 N Node78->Node80->Node68
236.0000 M112 1089306 6 124.0000 Node55 Node7 7 N Node55->Node56->Node91->Node18->Node80->Node8->Node7
237.0000 M234 886675 1 3.0000 Node5 Node4 9 N Node5->Node4
238.0000 M221 966358 4 17.0000 Node47 Node67 9 N Node47->Node48->Node88->Node66->Node67
239.0000 M222 958919 4 17.0000 Node33 Node37 9 N Node33->Node34->Node35->Node36->Node37
241.0000 M226 1167481 4 15.0000 Node57 Node27 9 N Node57->Node56->Node88->Node28->Node27
243.0000 M236 927298 2 7.0000 Node26 Node8 9 N Node26->Node84->Node8
