# time  Id  DTNHost  true/false
905.0000 M167 216 true
905.0000 M163 216 true
905.0000 M259 216 true
905.0000 M158 216 true
905.0000 M268 203 true
905.0000 M267 203 true
905.0000 M161 203 true
905.0000 M263 203 true
905.0000 M262 203 true
905.0000 M261 203 true
905.0000 M157 203 true
905.0000 M164 203 true
905.0000 M167 218 true
905.0000 M163 218 true
905.0000 M259 218 true
905.0000 M158 218 true
905.0000 M156 218 true
910.0000 M265 100 true
910.0000 M260 100 true
910.0000 M259 195 true
910.0000 M168 130 true
910.0000 M162 130 true
910.0000 M159 130 true
910.0000 M168 200 true
910.0000 M268 200 true
910.0000 M267 200 true
910.0000 M266 200 true
910.0000 M262 200 true
910.0000 M261 200 true
910.0000 M269 204 true
910.0000 M161 204 true
910.0000 M267 212 true
910.0000 M261 212 true
910.0000 M158 212 true
910.0000 M156 212 true
910.0000 M167 212 true
910.0000 M168 212 true
910.0000 M163 212 true
910.0000 M165 212 true
910.0000 M265 76 true
910.0000 M268 217 true
910.0000 M267 217 true
910.0000 M266 217 true
910.0000 M261 217 true
910.0000 M158 217 true
910.0000 M167 217 true
910.0000 M168 217 true
910.0000 M163 217 true
910.0000 M164 217 true
910.0000 M259 217 true
960.0000 M168 38 true
960.0000 M173 38 true
960.0000 M268 10 true
960.0000 M279 85 true
960.0000 M275 85 true
960.0000 M169 199 true
960.0000 M175 34 true
960.0000 M168 36 true
960.0000 M173 36 true
960.0000 M269 61 true
960.0000 M273 215 true
960.0000 M270 215 true
960.0000 M276 75 true
960.0000 M272 35 true
960.0000 M168 35 true
960.0000 M175 35 true
960.0000 M173 35 true
960.0000 M172 4 true
960.0000 M277 201 true
960.0000 M272 201 true
960.0000 M269 201 true
960.0000 M268 201 true
960.0000 M267 201 true
960.0000 M172 201 true
960.0000 M171 201 true
960.0000 M168 201 true
960.0000 M175 201 true
960.0000 M173 201 true
960.0000 M172 162 true
960.0000 M277 205 true
960.0000 M276 205 true
960.0000 M273 205 true
960.0000 M175 205 true
960.0000 M276 102 true
960.0000 M267 14 true
960.0000 M168 39 true
960.0000 M173 39 true
960.0000 M278 190 true
960.0000 M274 190 true
960.0000 M276 101 true
960.0000 M271 152 true
960.0000 M271 151 true
960.0000 M274 151 true
960.0000 M277 26 true
960.0000 M271 150 true
960.0000 M274 150 true
960.0000 M270 127 true
960.0000 M278 189 true
960.0000 M275 87 true
960.0000 M277 27 true
960.0000 M172 161 true
960.0000 M170 118 true
960.0000 M168 202 true
960.0000 M268 202 true
960.0000 M267 202 true
960.0000 M173 202 true
960.0000 M276 209 true
960.0000 M175 209 true
960.0000 M170 115 true
960.0000 M175 115 true
960.0000 M169 197 true
960.0000 M169 196 true
960.0000 M276 211 true
960.0000 M172 160 true
960.0000 M172 5 true
960.0000 M268 186 true
960.0000 M271 153 true
960.0000 M279 86 true
960.0000 M275 86 true
960.0000 M170 117 true
960.0000 M273 158 true
960.0000 M270 126 true
960.0000 M168 37 true
960.0000 M173 37 true
960.0000 M278 111 true
960.0000 M277 25 true
960.0000 M171 25 true
960.0000 M269 20 true
960.0000 M174 48 true
960.0000 M169 198 true
960.0000 M270 90 true
960.0000 M170 116 true
960.0000 M278 188 true
960.0000 M268 8 true
960.0000 M174 49 true
964.0000 M280 1 true
965.0000 M273 156 true
965.0000 M169 180 true
965.0000 M170 174 true
965.0000 M281 110 true
965.0000 M278 110 true
965.0000 M170 175 true
965.0000 M270 125 true
965.0000 M176 50 true
965.0000 M174 50 true
965.0000 M272 219 true
965.0000 M274 219 true
965.0000 M280 219 true
965.0000 M170 219 true
965.0000 M172 219 true
965.0000 M171 219 true
965.0000 M168 219 true
965.0000 M176 219 true
965.0000 M173 219 true
965.0000 M278 216 true
965.0000 M274 216 true
965.0000 M272 170 true
965.0000 M174 170 true
965.0000 M279 214 true
965.0000 M278 214 true
965.0000 M273 214 true
965.0000 M275 214 true
965.0000 M274 214 true
965.0000 M270 214 true
965.0000 M170 214 true
965.0000 M171 214 true
965.0000 M168 214 true
965.0000 M173 214 true
965.0000 M277 208 true
965.0000 M276 208 true
965.0000 M279 208 true
965.0000 M278 208 true
965.0000 M273 208 true
965.0000 M275 208 true
965.0000 M281 208 true
965.0000 M270 208 true
965.0000 M170 208 true
965.0000 M175 208 true
965.0000 M269 203 true
965.0000 M171 203 true
965.0000 M168 203 true
965.0000 M175 203 true
965.0000 M176 203 true
965.0000 M173 203 true
965.0000 M174 203 true
965.0000 M276 210 true
965.0000 M279 210 true
965.0000 M273 210 true
965.0000 M275 210 true
965.0000 M281 210 true
965.0000 M270 210 true
965.0000 M170 210 true
965.0000 M175 210 true
965.0000 M269 60 true
965.0000 M273 157 true
965.0000 M279 213 true
965.0000 M273 213 true
965.0000 M270 213 true
965.0000 M176 206 true
965.0000 M174 206 true
965.0000 M171 135 true
965.0000 M276 207 true
965.0000 M273 207 true
965.0000 M281 207 true
965.0000 M269 207 true
965.0000 M175 207 true
965.0000 M176 207 true
965.0000 M174 207 true
965.0000 M273 155 true
968.0000 M170 218 true
968.0000 M278 218 true
968.0000 M274 218 true
970.0000 M276 100 true
970.0000 M278 212 true
970.0000 M273 212 true
970.0000 M275 212 true
970.0000 M274 212 true
970.0000 M282 212 true
970.0000 M270 212 true
970.0000 M170 212 true
970.0000 M171 212 true
970.0000 M177 212 true
970.0000 M173 212 true
970.0000 M280 200 true
970.0000 M173 200 true
970.0000 M281 77 true
970.0000 M276 77 true
970.0000 M276 76 true
970.0000 M281 76 true
970.0000 M174 204 true
970.0000 M271 149 true
973.0000 M278 217 true
973.0000 M272 217 true
973.0000 M274 217 true
973.0000 M280 217 true
973.0000 M170 217 true
973.0000 M172 217 true
973.0000 M171 217 true
973.0000 M176 217 true
973.0000 M173 217 true
973.0000 M174 217 true
975.0000 M280 0 true
1020.0000 M186 14 true
1020.0000 M294 57 true
1020.0000 M286 171 true
1020.0000 M294 171 true
1020.0000 M177 151 true
1020.0000 M288 151 true
1020.0000 M184 96 true
1020.0000 M285 17 true
1020.0000 M282 215 true
1020.0000 M185 215 true
1020.0000 M284 215 true
1020.0000 M180 215 true
1020.0000 M288 215 true
1020.0000 M177 215 true
1020.0000 M291 215 true
1020.0000 M286 167 true
1020.0000 M179 86 true
1020.0000 M290 126 true
1020.0000 M289 70 true
1020.0000 M181 5 true
1020.0000 M293 121 true
1020.0000 M283 121 true
1020.0000 M286 172 true
1020.0000 M186 11 true
1020.0000 M186 12 true
1020.0000 M176 190 true
1020.0000 M285 18 true
1020.0000 M179 30 true
1020.0000 M179 85 true
1020.0000 M286 173 true
1020.0000 M181 194 true
1020.0000 M283 194 true
1020.0000 M184 97 true
1020.0000 M292 61 true
1020.0000 M183 61 true
1020.0000 M288 44 true
1020.0000 M286 169 true
1020.0000 M293 35 true
1020.0000 M176 191 true
1020.0000 M288 152 true
1020.0000 M180 114 true
1020.0000 M182 21 true
1020.0000 M284 91 true
1020.0000 M289 71 true
1020.0000 M285 19 true
1020.0000 M291 159 true
1020.0000 M183 201 true
1020.0000 M285 201 true
1020.0000 M182 201 true
1020.0000 M181 201 true
1020.0000 M287 201 true
1020.0000 M179 201 true
1020.0000 M176 201 true
1020.0000 M177 150 true
1020.0000 M288 150 true
1020.0000 M182 20 true
1020.0000 M283 193 true
1020.0000 M181 6 true
1020.0000 M289 68 true
1020.0000 M280 166 true
1020.0000 M286 166 true
1020.0000 M285 16 true
1020.0000 M186 16 true
1020.0000 M281 75 true
1020.0000 M281 205 true
1020.0000 M183 205 true
1020.0000 M182 205 true
1020.0000 M288 205 true
1020.0000 M179 205 true
1020.0000 M280 165 true
1020.0000 M286 168 true
1020.0000 M177 138 true
1020.0000 M282 118 true
1020.0000 M282 116 true
1020.0000 M282 146 true
1020.0000 M185 90 true
1020.0000 M284 90 true
1020.0000 M280 202 true
1020.0000 M285 202 true
1020.0000 M181 202 true
1020.0000 M287 202 true
1020.0000 M289 69 true
1020.0000 M282 145 true
1020.0000 M284 145 true
1020.0000 M282 117 true
1020.0000 M179 209 true
1020.0000 M179 87 true
1020.0000 M294 58 true
1020.0000 M288 45 true
1020.0000 M178 34 true
1020.0000 M293 34 true
1020.0000 M291 158 true
1020.0000 M177 136 true
1020.0000 M186 10 true
1020.0000 M186 8 true
1020.0000 M183 25 true
1020.0000 M179 211 true
1021.0000 M180 115 true
1021.0000 M282 115 true
1021.0000 M176 192 true
1023.0000 M186 13 true
1025.0000 M291 156 true
1025.0000 M185 156 true
1025.0000 M291 155 true
1025.0000 M185 155 true
1025.0000 M187 216 true
1025.0000 M283 216 true
1025.0000 M287 1 true
1025.0000 M285 15 true
1025.0000 M186 15 true
1025.0000 M294 59 true
1025.0000 M294 56 true
1025.0000 M293 120 true
1025.0000 M283 120 true
1025.0000 M180 135 true
1025.0000 M177 135 true
1025.0000 M286 170 true
1025.0000 M294 170 true
1025.0000 M294 55 true
1025.0000 M291 157 true
1025.0000 M177 137 true
1025.0000 M286 175 true
1025.0000 M292 175 true
1025.0000 M187 175 true
1025.0000 M188 175 true
1025.0000 M286 174 true
1025.0000 M292 174 true
1025.0000 M188 174 true
1025.0000 M183 60 true
1025.0000 M292 60 true
1025.0000 M188 60 true
1025.0000 M282 210 true
1025.0000 M185 210 true
1025.0000 M184 210 true
1025.0000 M182 210 true
1025.0000 M284 210 true
1025.0000 M180 210 true
1025.0000 M288 210 true
1025.0000 M179 210 true
1025.0000 M291 210 true
1025.0000 M294 206 true
1025.0000 M188 206 true
1025.0000 M183 206 true
1025.0000 M292 206 true
1025.0000 M282 213 true
1025.0000 M185 213 true
1025.0000 M284 213 true
1025.0000 M180 213 true
1025.0000 M288 213 true
1025.0000 M177 213 true
1025.0000 M291 213 true
1025.0000 M285 125 true
1025.0000 M290 125 true
1025.0000 M187 125 true
1025.0000 M282 214 true
1025.0000 M185 214 true
1025.0000 M184 214 true
1025.0000 M187 214 true
1025.0000 M285 214 true
1025.0000 M284 214 true
1025.0000 M283 214 true
1025.0000 M288 214 true
1025.0000 M177 214 true
1025.0000 M293 214 true
1025.0000 M291 214 true
1025.0000 M186 9 true
1025.0000 M188 207 true
1025.0000 M294 207 true
1025.0000 M183 207 true
1025.0000 M288 207 true
1025.0000 M179 207 true
1025.0000 M292 207 true
1025.0000 M184 95 true
1025.0000 M187 219 true
1025.0000 M188 219 true
1025.0000 M285 219 true
1025.0000 M181 219 true
1025.0000 M283 219 true
1025.0000 M293 219 true
1025.0000 M188 203 true
1025.0000 M294 203 true
1025.0000 M183 203 true
1025.0000 M285 203 true
1025.0000 M181 203 true
1025.0000 M287 203 true
1025.0000 M179 203 true
1025.0000 M292 203 true
1025.0000 M293 203 true
1030.0000 M185 212 true
1030.0000 M187 212 true
1030.0000 M295 212 true
1030.0000 M285 212 true
1030.0000 M284 212 true
1030.0000 M283 212 true
1030.0000 M288 212 true
1030.0000 M293 212 true
1030.0000 M291 212 true
1030.0000 M282 208 true
1030.0000 M185 208 true
1030.0000 M184 208 true
1030.0000 M284 208 true
1030.0000 M180 208 true
1030.0000 M288 208 true
1030.0000 M179 208 true
1030.0000 M291 208 true
1030.0000 M295 218 true
1030.0000 M283 218 true
1030.0000 M294 204 true
1030.0000 M188 204 true
1030.0000 M183 204 true
1030.0000 M292 204 true
1030.0000 M181 195 true
1030.0000 M283 195 true
1030.0000 M184 130 true
1030.0000 M285 200 true
1030.0000 M181 200 true
1030.0000 M287 200 true
1030.0000 M182 105 true
1035.0000 M287 0 true
1035.0000 M294 217 true
1035.0000 M285 217 true
1035.0000 M181 217 true
1035.0000 M283 217 true
1035.0000 M292 217 true
1080.0000 M192 150 true
1080.0000 M297 171 true
1080.0000 M190 28 true
1080.0000 M297 172 true
1080.0000 M195 84 true
1080.0000 M2100 141 true
1080.0000 M295 165 true
1080.0000 M197 165 true
1080.0000 M298 165 true
1080.0000 M195 91 true
1080.0000 M190 205 true
1080.0000 M191 205 true
1080.0000 M194 205 true
1080.0000 M2102 205 true
1080.0000 M2101 205 true
1080.0000 M2104 205 true
1080.0000 M1100 205 true
1080.0000 M299 205 true
1080.0000 M191 85 true
1080.0000 M195 85 true
1080.0000 M189 85 true
1080.0000 M194 61 true
1080.0000 M196 61 true
1080.0000 M188 61 true
1080.0000 M199 94 true
1080.0000 M298 164 true
1080.0000 M195 82 true
1080.0000 M195 83 true
1080.0000 M297 173 true
1080.0000 M188 173 true
1080.0000 M297 169 true
1080.0000 M189 124 true
1080.0000 M297 177 true
1080.0000 M194 209 true
1080.0000 M2104 209 true
1080.0000 M197 44 true
1080.0000 M296 17 true
1080.0000 M296 196 true
1080.0000 M193 62 true
1080.0000 M192 215 true
1080.0000 M1100 215 true
1080.0000 M189 215 true
1080.0000 M198 215 true
1080.0000 M199 98 true
1080.0000 M193 68 true
1080.0000 M193 70 true
1080.0000 M199 97 true
1080.0000 M189 123 true
1080.0000 M2100 143 true
1080.0000 M296 198 true
1080.0000 M193 64 true
1080.0000 M195 87 true
1080.0000 M195 88 true
1080.0000 M2104 114 true
1080.0000 M193 66 true
1080.0000 M298 66 true
1080.0000 M296 18 true
1080.0000 M194 90 true
1080.0000 M195 90 true
1080.0000 M296 197 true
1080.0000 M2102 14 true
1080.0000 M296 16 true
1080.0000 M195 89 true
1080.0000 M195 86 true
1080.0000 M297 178 true
1080.0000 M199 99 true
1080.0000 M2100 144 true
1080.0000 M2100 142 true
1080.0000 M190 30 true
1080.0000 M190 201 true
1080.0000 M188 201 true
1080.0000 M2102 201 true
1080.0000 M2101 201 true
1080.0000 M2104 201 true
1080.0000 M197 201 true
1080.0000 M196 201 true
1080.0000 M296 201 true
1080.0000 M299 201 true
1080.0000 M298 201 true
1080.0000 M199 93 true
1080.0000 M299 190 true
1080.0000 M199 96 true
1080.0000 M194 211 true
1080.0000 M197 43 true
1080.0000 M299 189 true
1080.0000 M2101 48 true
1080.0000 M297 176 true
1080.0000 M193 69 true
1080.0000 M193 67 true
1080.0000 M198 131 true
1080.0000 M2101 49 true
1080.0000 M190 29 true
1080.0000 M191 54 true
1080.0000 M295 154 true
1081.0000 M190 115 true
1081.0000 M2103 115 true
1081.0000 M2104 115 true
1081.0000 M2105 115 true
1085.0000 M191 55 true
1085.0000 M2101 203 true
1085.0000 M2106 203 true
1085.0000 M197 203 true
1085.0000 M196 203 true
1085.0000 M296 203 true
1085.0000 M299 203 true
1085.0000 M192 135 true
1085.0000 M295 216 true
1085.0000 M297 170 true
1085.0000 M192 134 true
1085.0000 M194 60 true
1085.0000 M196 60 true
1085.0000 M2102 15 true
1085.0000 M296 15 true
1085.0000 M2106 15 true
1085.0000 M2104 15 true
1085.0000 M295 155 true
1085.0000 M2101 206 true
1085.0000 M2106 206 true
1085.0000 M197 206 true
1085.0000 M196 206 true
1085.0000 M189 125 true
1085.0000 M191 207 true
1085.0000 M194 207 true
1085.0000 M2101 207 true
1085.0000 M2105 207 true
1085.0000 M197 207 true
1085.0000 M196 207 true
1085.0000 M1101 207 true
1085.0000 M1100 207 true
1085.0000 M299 207 true
1085.0000 M197 45 true
1085.0000 M199 95 true
1085.0000 M192 213 true
1085.0000 M1100 213 true
1085.0000 M189 213 true
1085.0000 M198 213 true
1085.0000 M193 63 true
1085.0000 M2101 50 true
1085.0000 M193 65 true
1085.0000 M298 65 true
1085.0000 M192 214 true
1085.0000 M189 214 true
1085.0000 M2103 214 true
1085.0000 M198 214 true
1085.0000 M1100 214 true
1085.0000 M295 214 true
1085.0000 M2103 175 true
1085.0000 M297 175 true
1085.0000 M190 210 true
1085.0000 M191 210 true
1085.0000 M194 210 true
1085.0000 M189 210 true
1085.0000 M2102 210 true
1085.0000 M2104 210 true
1085.0000 M2105 210 true
1085.0000 M198 210 true
1085.0000 M1101 210 true
1085.0000 M1100 210 true
1085.0000 M2103 174 true
1085.0000 M297 174 true
1085.0000 M2103 219 true
1085.0000 M197 219 true
1085.0000 M196 219 true
1085.0000 M296 219 true
1085.0000 M299 219 true
1085.0000 M298 219 true
1090.0000 M2106 77 true
1090.0000 M298 204 true
1090.0000 M2101 204 true
1090.0000 M2106 204 true
1090.0000 M196 204 true
1090.0000 M194 208 true
1090.0000 M189 208 true
1090.0000 M2103 208 true
1090.0000 M2107 208 true
1090.0000 M2104 208 true
1090.0000 M2105 208 true
1090.0000 M198 208 true
1090.0000 M1101 208 true
1090.0000 M1100 208 true
1090.0000 M1100 130 true
1090.0000 M198 130 true
1090.0000 M2103 218 true
1090.0000 M2106 76 true
1090.0000 M296 195 true
1090.0000 M2102 105 true
1094.0000 M192 212 true
1094.0000 M189 212 true
1094.0000 M2103 212 true
1094.0000 M2107 212 true
1094.0000 M198 212 true
1094.0000 M1100 212 true
1095.0000 M2103 217 true
1095.0000 M196 217 true
1095.0000 M296 217 true
1095.0000 M299 217 true
1095.0000 M298 217 true
1095.0000 M2101 0 true
1140.0000 M1107 147 true
1140.0000 M2107 70 true
1140.0000 M1103 24 true
1140.0000 M2115 97 true
1140.0000 M1104 64 true
1140.0000 M2114 85 true
1140.0000 M1102 215 true
1140.0000 M2111 215 true
1140.0000 M2115 215 true
1140.0000 M2116 215 true
1140.0000 M2117 215 true
1140.0000 M2106 75 true
1140.0000 M1101 211 true
1140.0000 M2105 211 true
1140.0000 M1101 40 true
1140.0000 M1102 146 true
1140.0000 M1107 146 true
1140.0000 M2114 86 true
1140.0000 M2108 6 true
1140.0000 M2106 17 true
1140.0000 M2106 78 true
1140.0000 M2116 205 true
1140.0000 M1110 205 true
1140.0000 M2109 205 true
1140.0000 M2107 205 true
1140.0000 M2105 205 true
1140.0000 M1102 205 true
1140.0000 M1101 205 true
1140.0000 M1107 143 true
1140.0000 M2116 148 true
1140.0000 M1107 148 true
1140.0000 M1107 144 true
1140.0000 M1108 30 true
1140.0000 M1107 151 true
1140.0000 M1106 35 true
1140.0000 M1109 35 true
1140.0000 M1108 35 true
1140.0000 M1108 28 true
1140.0000 M1108 29 true
1140.0000 M1108 32 true
1140.0000 M2108 5 true
1140.0000 M2111 136 true
1140.0000 M1105 103 true
1140.0000 M2112 25 true
1140.0000 M1103 25 true
1140.0000 M1104 181 true
1140.0000 M1106 36 true
1140.0000 M2110 80 true
1140.0000 M1108 31 true
1140.0000 M1106 184 true
1140.0000 M2116 150 true
1140.0000 M1107 150 true
1140.0000 M2105 118 true
1140.0000 M2113 160 true
1140.0000 M1108 27 true
1140.0000 M1108 34 true
1140.0000 M1103 23 true
1140.0000 M2105 117 true
1140.0000 M2115 96 true
1140.0000 M1108 33 true
1140.0000 M2106 18 true
1140.0000 M1102 61 true
1140.0000 M1110 61 true
1140.0000 M1101 209 true
1140.0000 M2105 209 true
1140.0000 M2114 173 true
1140.0000 M2113 186 true
1140.0000 M2112 201 true
1140.0000 M1110 201 true
1140.0000 M2108 201 true
1140.0000 M2109 201 true
1140.0000 M2106 201 true
1140.0000 M1106 201 true
1140.0000 M1103 201 true
1140.0000 M1109 201 true
1140.0000 M2117 94 true
1140.0000 M1101 116 true
1140.0000 M2105 116 true
1141.0000 M1102 145 true
1141.0000 M2117 145 true
1141.0000 M1107 145 true
1143.0000 M2106 16 true
1143.0000 M1109 16 true
1143.0000 M1101 115 true
1145.0000 M1102 213 true
1145.0000 M2111 213 true
1145.0000 M2115 213 true
1145.0000 M2116 213 true
1145.0000 M2117 213 true
1145.0000 M2107 213 true
1145.0000 M2111 65 true
1145.0000 M2116 65 true
1145.0000 M1104 65 true
1145.0000 M2114 175 true
1145.0000 M2112 219 true
1145.0000 M2114 219 true
1145.0000 M2113 219 true
1145.0000 M2108 219 true
1145.0000 M1106 219 true
1145.0000 M1103 219 true
1145.0000 M1104 219 true
1145.0000 M2110 170 true
1145.0000 M2108 170 true
1145.0000 M2111 135 true
1145.0000 M2107 135 true
1145.0000 M1110 203 true
1145.0000 M2108 203 true
1145.0000 M2109 203 true
1145.0000 M1106 203 true
1145.0000 M1103 203 true
1145.0000 M1104 203 true
1145.0000 M1109 203 true
1145.0000 M2107 71 true
1145.0000 M2111 207 true
1145.0000 M2116 207 true
1145.0000 M1110 207 true
1145.0000 M2109 207 true
1145.0000 M2107 207 true
1145.0000 M1102 207 true
1145.0000 M1104 207 true
1145.0000 M1102 60 true
1145.0000 M2109 60 true
1145.0000 M1110 60 true
1145.0000 M1104 206 true
1145.0000 M1110 206 true
1145.0000 M2109 206 true
1145.0000 M2113 216 true
1145.0000 M2110 216 true
1145.0000 M2115 95 true
1145.0000 M2117 95 true
1145.0000 M1105 104 true
1145.0000 M1104 63 true
1145.0000 M2114 174 true
1145.0000 M2112 214 true
1145.0000 M2111 214 true
1145.0000 M2114 214 true
1145.0000 M2110 214 true
1145.0000 M2115 214 true
1145.0000 M2116 214 true
1145.0000 M2117 214 true
1145.0000 M1103 214 true
1145.0000 M2111 210 true
1145.0000 M2114 210 true
1145.0000 M2115 210 true
1145.0000 M2116 210 true
1145.0000 M2117 210 true
1145.0000 M2107 210 true
1145.0000 M1102 210 true
1145.0000 M1106 202 true
1145.0000 M1103 202 true
1145.0000 M1109 202 true
1145.0000 M2108 202 true
1145.0000 M1109 15 true
1145.0000 M1104 180 true
1150.0000 M2112 200 true
1150.0000 M2118 200 true
1150.0000 M1106 200 true
1150.0000 M1103 200 true
1150.0000 M1109 200 true
1150.0000 M2108 200 true
1150.0000 M2116 149 true
1150.0000 M1107 149 true
1150.0000 M1105 105 true
1150.0000 M1104 204 true
1150.0000 M1110 204 true
1150.0000 M2109 204 true
1150.0000 M2114 218 true
1150.0000 M2113 218 true
1150.0000 M2110 218 true
1150.0000 M1106 185 true
1150.0000 M2113 185 true
1150.0000 M2112 130 true
1150.0000 M2115 130 true
1150.0000 M1103 130 true
1155.0000 M2112 212 true
1155.0000 M2111 212 true
1155.0000 M2114 212 true
1155.0000 M2110 212 true
1155.0000 M2119 212 true
1155.0000 M2115 212 true
1155.0000 M2116 212 true
1155.0000 M2117 212 true
1155.0000 M1103 212 true
1155.0000 M2111 208 true
1155.0000 M2114 208 true
1155.0000 M2110 208 true
1155.0000 M2119 208 true
1155.0000 M2115 208 true
1155.0000 M2116 208 true
1155.0000 M2117 208 true
1155.0000 M1102 208 true
1155.0000 M2120 208 true
1156.0000 M2112 217 true
1156.0000 M2114 217 true
1156.0000 M2113 217 true
1156.0000 M2110 217 true
1156.0000 M2108 217 true
1156.0000 M1106 217 true
1156.0000 M1103 217 true
1200.0000 M2118 4 true
1200.0000 M1111 83 true
1200.0000 M1115 209 true
1200.0000 M2120 209 true
1200.0000 M2119 205 true
1200.0000 M2120 205 true
1200.0000 M2121 205 true
1200.0000 M2124 205 true
1200.0000 M2125 205 true
1200.0000 M2123 205 true
1200.0000 M1114 177 true
1200.0000 M2124 75 true
1200.0000 M2125 75 true
1200.0000 M2119 75 true
1200.0000 M2118 201 true
1200.0000 M1120 201 true
1200.0000 M1121 201 true
1200.0000 M2121 201 true
1200.0000 M2127 201 true
1200.0000 M2126 201 true
1200.0000 M1119 150 true
1200.0000 M1115 211 true
1200.0000 M2120 211 true
1200.0000 M2125 211 true
1200.0000 M2123 211 true
1200.0000 M2122 196 true
1200.0000 M1118 196 true
1200.0000 M2127 196 true
1200.0000 M1111 84 true
1200.0000 M1113 136 true
1200.0000 M2126 7 true
1200.0000 M1114 178 true
1200.0000 M1119 166 true
1200.0000 M2118 30 true
1200.0000 M2126 30 true
1200.0000 M2119 133 true
1200.0000 M2120 61 true
1200.0000 M1115 103 true
1200.0000 M2122 127 true
1200.0000 M2122 126 true
1200.0000 M1119 165 true
1200.0000 M1111 85 true
1200.0000 M1114 176 true
1200.0000 M1113 176 true
1200.0000 M1116 49 true
1200.0000 M2122 197 true
1200.0000 M1118 197 true
1200.0000 M2127 197 true
1200.0000 M1116 51 true
1200.0000 M2127 64 true
1200.0000 M1117 93 true
1200.0000 M2122 198 true
1200.0000 M1118 198 true
1200.0000 M1112 113 true
1200.0000 M2119 215 true
1200.0000 M1116 47 true
1200.0000 M1114 179 true
1200.0000 M1116 46 true
1200.0000 M1116 48 true
1200.0000 M1119 151 true
1200.0000 M1112 112 true
1200.0000 M1116 44 true
1200.0000 M1112 114 true
1200.0000 M2126 6 true
1200.0000 M2118 5 true
1200.0000 M2126 5 true
1205.0000 M1118 207 true
1205.0000 M2119 207 true
1205.0000 M2120 207 true
1205.0000 M2121 207 true
1205.0000 M2124 207 true
1205.0000 M2125 207 true
1205.0000 M2123 207 true
1205.0000 M2127 207 true
1205.0000 M1116 45 true
1205.0000 M1118 45 true
1205.0000 M1114 219 true
1205.0000 M1119 219 true
1205.0000 M1118 219 true
1205.0000 M1113 219 true
1205.0000 M1120 219 true
1205.0000 M1121 219 true
1205.0000 M2128 219 true
1205.0000 M2127 219 true
1205.0000 M2123 110 true
1205.0000 M1113 137 true
1205.0000 M1115 210 true
1205.0000 M1114 210 true
1205.0000 M2119 210 true
1205.0000 M2120 210 true
1205.0000 M2125 210 true
1205.0000 M2119 135 true
1205.0000 M1113 135 true
1205.0000 M2120 95 true
1205.0000 M2124 55 true
1205.0000 M1114 175 true
1205.0000 M2128 175 true
1205.0000 M1113 175 true
1205.0000 M2120 60 true
1205.0000 M1116 50 true
1205.0000 M2121 50 true
1205.0000 M2121 206 true
1205.0000 M2124 206 true
1205.0000 M2128 206 true
1205.0000 M2127 206 true
1205.0000 M1114 115 true
1205.0000 M1112 115 true
1205.0000 M1115 104 true
1205.0000 M2123 65 true
1205.0000 M2127 65 true
1205.0000 M2127 63 true
1205.0000 M1114 214 true
1205.0000 M1119 214 true
1205.0000 M2119 214 true
1205.0000 M1113 214 true
1205.0000 M1120 214 true
1205.0000 M1121 214 true
1205.0000 M2122 214 true
1205.0000 M2122 125 true
1205.0000 M1120 125 true
1205.0000 M2119 134 true
1205.0000 M1118 203 true
1205.0000 M2118 203 true
1205.0000 M1120 203 true
1205.0000 M1121 203 true
1205.0000 M2121 203 true
1205.0000 M2128 203 true
1205.0000 M2127 203 true
1205.0000 M2126 203 true
1205.0000 M2124 56 true
1205.0000 M1112 111 true
1205.0000 M1121 120 true
1205.0000 M2119 213 true
1205.0000 M2118 202 true
1205.0000 M2126 202 true
1205.0000 M1120 202 true
1205.0000 M1121 202 true
1205.0000 M1113 216 true
1205.0000 M2122 216 true
1210.0000 M2125 76 true
1210.0000 M2119 76 true
1210.0000 M1115 105 true
1210.0000 M2130 200 true
1210.0000 M2126 200 true
1210.0000 M1120 200 true
1210.0000 M1121 200 true
1210.0000 M2121 204 true
1210.0000 M2124 204 true
1210.0000 M2127 204 true
1210.0000 M1114 218 true
1210.0000 M1123 218 true
1210.0000 M2122 195 true
1210.0000 M1118 195 true
1210.0000 M2127 195 true
1215.0000 M1120 0 true
1215.0000 M1121 0 true
1215.0000 M1115 208 true
1215.0000 M1122 208 true
1215.0000 M2123 208 true
1215.0000 M2129 208 true
1216.0000 M1114 217 true
1216.0000 M1119 217 true
1216.0000 M1118 217 true
1216.0000 M1120 217 true
1216.0000 M1121 217 true
1216.0000 M1123 217 true
1216.0000 M2130 217 true
1216.0000 M2131 217 true
1216.0000 M2132 217 true
1216.0000 M2122 217 true
1216.0000 M2128 217 true
1219.0000 M1119 212 true
1219.0000 M1113 212 true
1219.0000 M1120 212 true
1219.0000 M1121 212 true
1219.0000 M1122 212 true
1219.0000 M1123 212 true
1219.0000 M1124 212 true
1219.0000 M2131 212 true
1219.0000 M2132 212 true
1219.0000 M2122 212 true
1219.0000 M2129 212 true
1260.0000 M2137 66 true
1260.0000 M1129 74 true
1260.0000 M2139 209 true
1260.0000 M2140 209 true
1260.0000 M2141 17 true
1260.0000 M1128 47 true
1260.0000 M1124 144 true
1260.0000 M2129 153 true
1260.0000 M1122 61 true
1260.0000 M1130 128 true
1260.0000 M1126 140 true
1260.0000 M1123 140 true
1260.0000 M1125 188 true
1260.0000 M1127 139 true
